FILE NAME                 | TIER TYPE       | START TIME (sec)   | END TIME (sec)     | TEXT / SOUND   
8agL.TextGrid             | PHONES          | 0.3600             | 0.5500             | AE1            
8agL.TextGrid             | PHONES          | 0.5500             | 0.6600             | G              
8agL.TextGrid             | PHONES          | 0.6600             | 0.7600             | W              
8agL.TextGrid             | PHONES          | 0.7600             | 0.8500             | AH1            
8agL.TextGrid             | PHONES          | 0.8500             | 0.9000             | Z              
8agL.TextGrid             | PHONES          | 0.9000             | 0.9600             | OY1            
8agL.TextGrid             | PHONES          | 0.9600             | 1.1700             | L              
8agL.TextGrid             | PHONES          | 1.1700             | 1.2900             | IY0            


8gR1.TextGrid             | WORDS           | 0.3000             | 0.3900             | i              
8gR1.TextGrid             | WORDS           | 0.3900             | 0.6600             | wouldnt        
8gR1.TextGrid             | WORDS           | 0.6600             | 0.7800             | call           
8gR1.TextGrid             | WORDS           | 0.7800             | 0.8500             | it             
8gR1.TextGrid             | WORDS           | 0.8500             | 1.2700             | shabby         
8gR1.TextGrid             | WORDS           | 1.3000             | 1.3900             | but            
8gR1.TextGrid             | WORDS           | 1.3900             | 1.5100             | it             
8gR1.TextGrid             | WORDS           | 1.5100             | 1.8100             | isnt           
8gR1.TextGrid             | WORDS           | 1.8100             | 2.0700             | very           
8gR1.TextGrid             | WORDS           | 2.0700             | 2.5700             | modern         
8gR1.TextGrid             | WORDS           | 2.6200             | 2.7100             | i              
8gR1.TextGrid             | WORDS           | 2.7100             | 3.1600             | admit          
8gR1.TextGrid             | WORDS           | 3.4700             | 3.9200             | however        
8gR1.TextGrid             | WORDS           | 4.0200             | 4.1900             | theyre         
8gR1.TextGrid             | WORDS           | 4.1900             | 4.4300             | very           
8gR1.TextGrid             | WORDS           | 4.4300             | 5.1300             | obliging       
8gR1.TextGrid             | WORDS           | 5.1300             | 5.4400             | and            
8gR1.TextGrid             | WORDS           | 5.8300             | 6.0200             | take           
8gR1.TextGrid             | WORDS           | 6.0200             | 6.0500             | a              
8gR1.TextGrid             | WORDS           | 6.0500             | 6.2800             | great          
8gR1.TextGrid             | WORDS           | 6.2800             | 6.4600             | deal           
8gR1.TextGrid             | WORDS           | 6.4600             | 6.5900             | of             
8gR1.TextGrid             | WORDS           | 6.5900             | 7.0200             | trouble        
8gR1.TextGrid             | PHONES          | 0.3000             | 0.3900             | AY1            
8gR1.TextGrid             | PHONES          | 0.3900             | 0.4600             | W              
8gR1.TextGrid             | PHONES          | 0.4600             | 0.4900             | UH1            
8gR1.TextGrid             | PHONES          | 0.4900             | 0.5200             | D              
8gR1.TextGrid             | PHONES          | 0.5200             | 0.5700             | AH0            
8gR1.TextGrid             | PHONES          | 0.5700             | 0.6300             | N              
8gR1.TextGrid             | PHONES          | 0.6300             | 0.6600             | T              
8gR1.TextGrid             | PHONES          | 0.6600             | 0.6900             | K              
