=========================================================================================================================
                                   PER-WORD COMPREHENSIVE DIFFERENCE REPORT
  Mean Start Difference: 0.046088s | Mean End Difference: 0.065203s | Threshold: 0.130405s
=========================================================================================================================
FILE NAME          | WORD         | HUMAN START  | HUMAN END   | MACH START  | MACH END   | START DIFF  | END DIFF   | STATUS  
MNuz               | MAKE         | 1.2246     s | 1.4400    s | 1.2900    s | 1.4400   s | 0.06542   s | 0.00002  s | SAFE    
MVOp               | LOOSE        | 0.4655     s | 1.0033    s | 0.4600    s | 0.9800   s | 0.00551   s | 0.02328  s | SAFE    
MZLF               | BOTH         | 0.4514     s | 0.7282    s | 0.4400    s | 0.7400   s | 0.01143   s | 0.01180  s | SAFE    
MZLF               | HAVE         | 0.7282     s | 0.9804    s | 0.7400    s | 1.0600   s | 0.01180   s | 0.07964  s | SAFE    
MZLF               | THEM         | 0.9804     s | 1.3555    s | 1.0600    s | 1.2600   s | 0.07964   s | 0.09553  s | SAFE    
MazI               | FLY          | 0.4802     s | 0.8364    s | 0.4700    s | 0.9100   s | 0.01018   s | 0.07355  s | SAFE    
MehL               | AW           | 0.3499     s | 0.6597    s | 0.2300    s | 0.6400   s | 0.11989   s | 0.01968  s | SAFE    
MehL               | SHUT         | 0.6597     s | 1.0223    s | 0.6400    s | 1.0000   s | 0.01968   s | 0.02232  s | SAFE    
MehL               | UP           | 1.0223     s | 1.2683    s | 1.0000    s | 1.2900   s | 0.02232   s | 0.02166  s | SAFE    
MehL               | HE           | 1.4415     s | 1.6711    s | 1.2900    s | 1.5500   s | 0.15146   s | 0.12107  s | FLAGGED 
MehL               | SAID         | 1.6711     s | 1.9663    s | 1.5500    s | 2.0400   s | 0.12107   s | 0.07371  s | SAFE    
MevH               | ZEPHYR       | 0.4432     s | 1.0384    s | 0.4800    s | 1.0900   s | 0.03676   s | 0.05160  s | SAFE    
Mgvr               | DREW         | 0.4155     s | 0.8649    s | 0.4300    s | 0.9900   s | 0.01451   s | 0.12513  s | SAFE    
MoGH               | REACH        | 0.4251     s | 0.8645    s | 0.4100    s | 0.8700   s | 0.01506   s | 0.00553  s | SAFE    
Moeb               | VIBRATE      | 0.2231     s | 0.7404    s | 0.2200    s | 0.7800   s | 0.00305   s | 0.03959  s | SAFE    
MpSu               | TROWEL       | 0.3007     s | 0.7954    s | 0.2700    s | 0.8700   s | 0.03068   s | 0.07456  s | SAFE    
MqPH               | FAIL         | 0.4292     s | 0.7503    s | 0.3600    s | 0.8100   s | 0.06916   s | 0.05966  s | SAFE    
Mrds               | RIGHT        | 0.5985     s | 0.9195    s | 0.6500    s | 0.9800   s | 0.05150   s | 0.06046  s | SAFE    
Mrds               | I            | 1.2168     s | 1.3516    s | 1.2100    s | 1.3300   s | 0.00681   s | 0.02157  s | SAFE    
Mrds               | OFTEN        | 1.7360     s | 2.0095    s | 1.7400    s | 2.0000   s | 0.00396   s | 0.00952  s | SAFE    
Mrds               | WEAR         | 2.0095     s | 2.2315    s | 2.0000    s | 2.1500   s | 0.00952   s | 0.08148  s | SAFE    
Mrds               | A            | 2.2315     s | 2.3266    s | 2.1500    s | 2.2100   s | 0.08148   s | 0.11661  s | SAFE    
Mrds               | SUIT         | 2.3266     s | 2.5446    s | 2.2100    s | 2.6100   s | 0.11661   s | 0.06540  s | SAFE    
Mrds               | YOU          | 2.8815     s | 3.0163    s | 2.8600    s | 2.9400   s | 0.02150   s | 0.07626  s | SAFE    
Mrds               | SEE          | 3.0163     s | 3.2462    s | 2.9400    s | 3.2700   s | 0.07626   s | 0.02385  s | SAFE    
Mrds               | SO           | 3.3492     s | 3.5355    s | 3.3000    s | 3.5000   s | 0.04920   s | 0.03549  s | SAFE    
Mrds               | THEY         | 3.5355     s | 3.6584    s | 3.5000    s | 3.6300   s | 0.03549   s | 0.02836  s | SAFE    
Mrds               | TEND         | 3.7892     s | 4.0666    s | 3.6300    s | 4.0300   s | 0.15916   s | 0.03661  s | FLAGGED 
Mrds               | TO           | 4.0864     s | 4.1736    s | 4.0300    s | 4.1200   s | 0.05642   s | 0.05362  s | SAFE    
Mrds               | LAST         | 4.1736     s | 4.3559    s | 4.1200    s | 4.4200   s | 0.05362   s | 0.06405  s | SAFE    
Mrds               | A            | 4.3877     s | 4.4273    s | 4.4200    s | 4.4800   s | 0.03235   s | 0.05271  s | SAFE    
Mrds               | LONG         | 4.4273     s | 4.6889    s | 4.4800    s | 4.7000   s | 0.05271   s | 0.01112  s | SAFE    
Mrds               | TIME         | 4.7364     s | 4.9426    s | 4.7000    s | 5.0300   s | 0.03645   s | 0.08745  s | SAFE    
MxaS               | WHY          | 0.7066     s | 0.8660    s | 0.6700    s | 0.8700   s | 0.03661   s | 0.00403  s | SAFE    
MxaS               | DO           | 0.8660     s | 0.9366    s | 0.8700    s | 0.9400   s | 0.00403   s | 0.00337  s | SAFE    
MxaS               | YOU          | 0.9366     s | 1.0298    s | 0.9400    s | 1.0300   s | 0.00337   s | 0.00016  s | SAFE    
MxaS               | WANT         | 1.0298     s | 1.2478    s | 1.0300    s | 1.3200   s | 0.00016   s | 0.07216  s | SAFE    
MxaS               | THE          | 1.2478     s | 1.3997    s | 1.3200    s | 1.3900   s | 0.07216   s | 0.00968  s | SAFE    
MxaS               | WOOD         | 1.3997     s | 1.6778    s | 1.3900    s | 1.7300   s | 0.00968   s | 0.05219  s | SAFE    
MxiO               | THE          | 0.2633     s | 0.3749    s | 0.2500    s | 0.3500   s | 0.01333   s | 0.02485  s | SAFE    
MxiO               | BIRD         | 0.3749     s | 0.6475    s | 0.3500    s | 0.6700   s | 0.02485   s | 0.02253  s | SAFE    
MxiO               | WAS          | 0.6475     s | 0.9286    s | 0.6700    s | 0.8800   s | 0.02253   s | 0.04861  s | SAFE    
MxiO               | SEARCHING    | 0.9286     s | 1.2810    s | 0.8800    s | 1.2600   s | 0.04861   s | 0.02100  s | SAFE    
MxiO               | FOR          | 1.2996     s | 1.4467    s | 1.2600    s | 1.4400   s | 0.03959   s | 0.00674  s | SAFE    
MxiO               | WORMS        | 1.4467     s | 1.7380    s | 1.4400    s | 1.9500   s | 0.00674   s | 0.21205  s | FLAGGED 
N827               | THOSE        | 0.4275     s | 1.2375    s | 0.4000    s | 1.2800   s | 0.02748   s | 0.04249  s | SAFE    
NBLw               | MISS         | 0.3647     s | 0.8735    s | 0.3500    s | 0.9700   s | 0.01471   s | 0.09651  s | SAFE    
NFBA               | MAKE         | 0.6521     s | 0.8349    s | 0.6500    s | 0.9000   s | 0.00212   s | 0.06510  s | SAFE    
NFBA               | ME           | 0.8535     s | 1.0719    s | 0.9000    s | 1.0500   s | 0.04651   s | 0.02189  s | SAFE    
NFBA               | ANGRY        | 1.0719     s | 1.4483    s | 1.0500    s | 1.5300   s | 0.02189   s | 0.08171  s | SAFE    
NGvz               | HE           | 0.2444     s | 0.3543    s | 0.1400    s | 0.3400   s | 0.10437   s | 0.01426  s | SAFE    
NGvz               | MIGHT        | 0.3543     s | 0.5822    s | 0.3400    s | 0.6000   s | 0.01426   s | 0.01777  s | SAFE    
NGvz               | HAVE         | 0.5822     s | 0.7512    s | 0.6000    s | 0.7700   s | 0.01777   s | 0.01884  s | SAFE    
NGvz               | NINE         | 0.7512     s | 1.0595    s | 0.7700    s | 1.0300   s | 0.01884   s | 0.02950  s | SAFE    
NGvz               | BICYCLES     | 1.0595     s | 1.5154    s | 1.0300    s | 1.5200   s | 0.02950   s | 0.00456  s | SAFE    
NGvz               | TO           | 1.5466     s | 1.6499    s | 1.5200    s | 1.6300   s | 0.02661   s | 0.01993  s | SAFE    
NGvz               | FIX          | 1.7008     s | 1.9993    s | 1.6300    s | 2.1300   s | 0.07077   s | 0.13073  s | FLAGGED 
NIuj               | TAKE         | 0.3894     s | 0.5172    s | 0.3800    s | 0.6100   s | 0.00938   s | 0.09282  s | SAFE    
NIuj               | YOUR         | 0.5172     s | 0.7803    s | 0.6100    s | 0.7000   s | 0.09282   s | 0.08027  s | SAFE    
NIuj               | FEET         | 0.7803     s | 0.9817    s | 0.7000    s | 0.9800   s | 0.08027   s | 0.00173  s | SAFE    
NIuj               | OFF          | 0.9817     s | 1.1576    s | 0.9800    s | 1.1600   s | 0.00173   s | 0.00237  s | SAFE    
NIuj               | THE          | 1.1712     s | 1.2779    s | 1.1600    s | 1.2400   s | 0.01116   s | 0.03790  s | SAFE    
NIuj               | CHAIR        | 1.2779     s | 1.5200    s | 1.2400    s | 1.5600   s | 0.03790   s | 0.04005  s | SAFE    
NSoY               | INTELLIGENT  | 0.3280     s | 0.9537    s | 0.3200    s | 1.0100   s | 0.00802   s | 0.05629  s | SAFE    
NWJZ               | QUEUE        | 0.4219     s | 0.8735    s | 0.3900    s | 0.8800   s | 0.03191   s | 0.00652  s | SAFE    
NekE               | HOME         | 0.4138     s | 0.9072    s | 0.4200    s | 0.9300   s | 0.00624   s | 0.02285  s | SAFE    
Nfas               | RAZOR        | 0.2438     s | 0.9622    s | 0.2400    s | 1.0300   s | 0.00383   s | 0.06781  s | SAFE    
Nkim               | TRANSLATE    | 0.3013     s | 0.8403    s | 0.2700    s | 0.8000   s | 0.03128   s | 0.04032  s | SAFE    
NrIS               | SOONER       | 0.3222     s | 0.7763    s | 0.3000    s | 0.7700   s | 0.02219   s | 0.00631  s | SAFE    
O66y               | FINE         | 0.8069     s | 1.4542    s | 0.7800    s | 1.3400   s | 0.02686   s | 0.11415  s | SAFE    
OBux               | CAME         | 0.6123     s | 1.0141    s | 0.5600    s | 1.1200   s | 0.05230   s | 0.10588  s | SAFE    
OHwT               | BREATHE      | 0.4556     s | 0.9685    s | 0.4300    s | 0.8300   s | 0.02564   s | 0.13853  s | FLAGGED 
OKsQ               | WATCHING     | 0.4312     s | 1.0518    s | 0.4200    s | 1.0100   s | 0.01116   s | 0.04184  s | SAFE    
OMTJ               | COMES        | 0.4440     s | 0.9441    s | 0.4200    s | 0.9000   s | 0.02401   s | 0.04415  s | SAFE    
OPBj               | GOOD         | 0.4144     s | 0.8255    s | 0.5000    s | 0.7800   s | 0.08561   s | 0.04550  s | SAFE    
OPBj               | BOY          | 0.8255     s | 1.1273    s | 0.7800    s | 1.1400   s | 0.04550   s | 0.01273  s | SAFE    
OSMY               | PHONED       | 0.4082     s | 0.8311    s | 0.2700    s | 0.8100   s | 0.13820   s | 0.02107  s | FLAGGED 
OWNc               | PORT         | 0.7564     s | 1.2380    s | 0.7400    s | 1.2400   s | 0.01635   s | 0.00201  s | SAFE    
OZUm               | SHRINK       | 0.3125     s | 0.7581    s | 0.2800    s | 0.8100   s | 0.03253   s | 0.05191  s | SAFE    
OcZh               | COTTAGE      | 0.3435     s | 0.8576    s | 0.3300    s | 1.0200   s | 0.01351   s | 0.16241  s | FLAGGED 
OcZh               | CHEESE       | 0.9239     s | 1.3006    s | 1.0200    s | 1.3200   s | 0.09608   s | 0.01941  s | SAFE    
OcZh               | WITH         | 1.3006     s | 1.6346    s | 1.3900    s | 1.5000   s | 0.08941   s | 0.13462  s | FLAGGED 
OcZh               | CHIVES       | 1.6346     s | 2.0018    s | 1.5000    s | 2.0300   s | 0.13462   s | 0.02818  s | FLAGGED 
OcZh               | IS           | 2.0350     s | 2.2056    s | 2.0600    s | 2.2200   s | 0.02501   s | 0.01444  s | SAFE    
OcZh               | DELICIOUS    | 2.2056     s | 2.8405    s | 2.2200    s | 2.9600   s | 0.01444   s | 0.11954  s | SAFE    
Ofpj               | LUKE         | 0.3116     s | 0.7476    s | 0.3100    s | 0.8300   s | 0.00162   s | 0.08239  s | SAFE    
Onlz               | WELL         | 0.3686     s | 0.7531    s | 0.3500    s | 0.7800   s | 0.01861   s | 0.02692  s | MISMATCH
Onlz               | IT           | 0.7531     s | 0.9354    s | 0.7800    s | 0.9500   s | 0.02692   s | 0.01460  s | MISMATCH
Onlz               | LOOKS        | 0.9631     s | 1.1534    s | 0.9500    s | 1.1700   s | 0.01314   s | 0.01661  s | MISMATCH
Onlz               | PURPLE       | 1.2446     s | 1.4744    s | 1.1700    s | 1.4600   s | 0.07456   s | 0.01444  s | MISMATCH
Onlz               | TO           | 1.5062     s | 1.5973    s | 1.4600    s | 1.5800   s | 0.04615   s | 0.01731  s | MISMATCH
Onlz               | ME           | 1.5973     s | 1.7995    s | 1.5800    s | 1.8100   s | 0.01731   s | 0.01055  s | MISMATCH
Onlz               | ANYWAY       | 1.8431     s | 2.1284    s | 1.8400    s | 2.1800   s | 0.00305   s | 0.05157  s | MISMATCH
Onlz               | LIKE         | 2.3821     s | 2.6754    s | 2.4500    s | 2.6200   s | 0.06790   s | 0.05540  s | MISMATCH
Onlz               | SOMETHING    | 2.7031     s | 3.1035    s | 2.6200    s | 2.9700   s | 0.08314   s | 0.13346  s | MISMATCH
Onlz               | LITTLE       | 3.1748     s | 3.3175    s | 3.0000    s | 3.2600   s | 0.17481   s | 0.05749  s | MISMATCH
Onlz               | LESS         | 3.3175     s | 3.4840    s | 3.2600    s | 3.4800   s | 0.05749   s | 0.00396  s | MISMATCH
Onlz               | BRIGHT       | 3.5791     s | 3.8169    s | 3.4800    s | 4.1400   s | 0.09909   s | 0.32310  s | MISMATCH
Onlz               | MORE         | 4.2212     s | 4.4154    s | 4.2000    s | 4.3800   s | 0.02119   s | 0.03540  s | MISMATCH
Onlz               | LIKE         | 4.4154     s | 4.5858    s | 4.3800    s | 4.5400   s | 0.03540   s | 0.04583  s | MISMATCH
Onlz               | THE          | 4.5858     s | 4.6730    s | 4.5400    s | 4.6300   s | 0.04583   s | 0.04303  s | MISMATCH
Onlz               | ONE          | 4.6730     s | 4.8038    s | 4.6300    s | 4.8100   s | 0.04303   s | 0.00617  s | MISMATCH
Onlz               | WEARING      | 4.9108     s | 5.2200    s | 4.9700    s | 5.2200   s | 0.05916   s | 0.00000  s | MISMATCH
OoTX               | AGE          | 0.4123     s | 0.8926    s | 0.4200    s | 1.0300   s | 0.00765   s | 0.13738  s | FLAGGED 
OtHB               | THE          | 0.1511     s | 0.3743    s | 0.1600    s | 0.3800   s | 0.00888   s | 0.00574  s | SAFE    
OtHB               | DAY          | 0.3743     s | 0.7782    s | 0.3800    s | 0.6700   s | 0.00574   s | 0.10818  s | SAFE    
OtHB               | HAD          | 0.8502     s | 0.9971    s | 0.6700    s | 1.0600   s | 0.18020   s | 0.06292  s | FLAGGED 
OtHB               | BEEN         | 1.0691     s | 1.3163    s | 1.0600    s | 1.3000   s | 0.00911   s | 0.01626  s | SAFE    
OtHB               | FINE         | 1.4067     s | 1.7541    s | 1.3000    s | 1.6500   s | 0.10665   s | 0.10408  s | SAFE    
OvUF               | WORSE        | 0.3385     s | 0.8890    s | 0.3300    s | 1.0100   s | 0.00845   s | 0.12103  s | SAFE    
Owee               | CONTRADICTION | 0.3151     s | 0.9392    s | 0.3300    s | 1.0800   s | 0.01492   s | 0.14082  s | FLAGGED 
P63r               | BROIL        | 0.2494     s | 0.6614    s | 0.2400    s | 0.6600   s | 0.00939   s | 0.00141  s | SAFE    
P63r               | OR           | 0.6614     s | 0.8829    s | 0.7100    s | 0.8700   s | 0.04859   s | 0.01292  s | SAFE    
P63r               | TOAST        | 0.8984     s | 1.2578    s | 0.8700    s | 1.2800   s | 0.02841   s | 0.02223  s | SAFE    
P63r               | AS           | 1.2733     s | 1.4142    s | 1.2800    s | 1.4400   s | 0.00674   s | 0.02579  s | SAFE    
P63r               | USUAL        | 1.4514     s | 1.7581    s | 1.4400    s | 1.7300   s | 0.01139   s | 0.02809  s | SAFE    
P85Z               | NONE         | 0.3754     s | 0.6071    s | 0.3700    s | 0.5800   s | 0.00544   s | 0.02706  s | SAFE    
P85Z               | OF           | 0.6071     s | 0.7229    s | 0.5800    s | 0.7200   s | 0.02706   s | 0.00287  s | SAFE    
P85Z               | THE          | 0.7229     s | 0.8424    s | 0.7200    s | 0.8200   s | 0.00287   s | 0.02242  s | SAFE    
P85Z               | NEPHEWS      | 0.8424     s | 1.3486    s | 0.8200    s | 1.3800   s | 0.02242   s | 0.03139  s | SAFE    
P85Z               | WERE         | 1.3934     s | 1.6942    s | 1.4700    s | 1.6400   s | 0.07656   s | 0.05417  s | SAFE    
P85Z               | NOISY        | 1.6942     s | 2.1387    s | 1.6400    s | 2.1500   s | 0.05417   s | 0.01128  s | SAFE    
PDdp               | AVAIL        | 0.4270     s | 0.9091    s | 0.4200    s | 1.0200   s | 0.00697   s | 0.11093  s | SAFE    
PGvz               | GONE         | 0.2321     s | 0.6692    s | 0.3000    s | 0.6300   s | 0.06793   s | 0.03916  s | SAFE    
PGvz               | BACK         | 0.6692     s | 0.9570    s | 0.6300    s | 0.8600   s | 0.03916   s | 0.09699  s | SAFE    
PLhu               | CHEEK        | 0.4220     s | 0.8361    s | 0.4000    s | 0.7700   s | 0.02205   s | 0.06608  s | SAFE    
PPKy               | NINETEEN     | 0.3809     s | 0.9106    s | 0.3500    s | 0.8200   s | 0.03087   s | 0.09062  s | SAFE    
PPKy               | YEARS        | 0.9106     s | 1.2049    s | 0.8200    s | 1.2900   s | 0.09062   s | 0.08508  s | SAFE    
PPKy               | DO           | 1.6031     s | 1.7451    s | 1.5800    s | 1.6900   s | 0.02310   s | 0.05506  s | SAFE    
PPKy               | YOU          | 1.7451     s | 1.9147    s | 1.6900    s | 1.8700   s | 0.05506   s | 0.04471  s | SAFE    
PPKy               | REALLY       | 1.9147     s | 2.2644    s | 1.8700    s | 2.2000   s | 0.04471   s | 0.06442  s | SAFE    
PPKy               | MEAN         | 2.2644     s | 2.4895    s | 2.2000    s | 2.4000   s | 0.06442   s | 0.08948  s | SAFE    
PPKy               | TO           | 2.5172     s | 2.6072    s | 2.4000    s | 2.4900   s | 0.11718   s | 0.11720  s | SAFE    
PPKy               | TELL         | 2.6280     s | 2.7838    s | 2.4900    s | 2.7000   s | 0.13797   s | 0.08378  s | FLAGGED 
PPKy               | ME           | 2.7838     s | 2.9500    s | 2.7000    s | 2.8800   s | 0.08378   s | 0.06998  s | SAFE    
PPKy               | YOU          | 2.9500     s | 3.0885    s | 2.8800    s | 3.0200   s | 0.06998   s | 0.06847  s | SAFE    
PPKy               | HAD          | 3.4416     s | 3.5767    s | 3.3700    s | 3.5400   s | 0.07164   s | 0.03667  s | SAFE    
PPKy               | A            | 3.5767     s | 3.6251    s | 3.5400    s | 3.5900   s | 0.03667   s | 0.03515  s | SAFE    
PPKy               | SUIT         | 3.6251     s | 3.8537    s | 3.5900    s | 3.9100   s | 0.03515   s | 0.05633  s | SAFE    
